method	dataset	sample_id	cancer	platform	sender_compartment	receiver_compartment	ligand	receptor	pathway	lr_means	cellphone_pvals	ligand_props	receptor_props
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	tumor_like	ambiguous_or_low_signal	WNT5A	FZD5	WNT	0.09227976893866795	0.0	0.5251396648044693	0.20276497695852536
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	tumor_like	immune	WNT5A	FZD5	WNT	0.09214927272717653	0.0	0.5251396648044693	0.2
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	ambiguous_or_low_signal	tumor_like	WNT5A	FZD5	WNT	0.08439325152967288	0.0	0.4009216589861751	0.27932960893854747
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	WNT5A	FZD5	WNT	0.07665995899180465	0.0	0.4009216589861751	0.05608028335301062
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	WNT5A	FZD5	WNT	0.07645197466622046	0.01	0.4009216589861751	0.20276497695852536
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	ambiguous_or_low_signal	immune	WNT5A	FZD5	WNT	0.07634393673008485	0.06	0.4009216589861751	0.2
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	immune	tumor_like	WNT5A	FZD5	WNT	0.057113044180226356	0.54	0.23636363636363636	0.27932960893854747
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.05393297092267336	0.57	0.07733175914994096	0.27932960893854747
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	immune	stroma_fibroblast	WNT5A	FZD5	WNT	0.04938491911796956	0.69	0.23636363636363636	0.05608028335301062
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	immune	ambiguous_or_low_signal	WNT5A	FZD5	WNT	0.04917844709783626	0.67	0.23636363636363636	0.20276497695852536
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	immune	immune	WNT5A	FZD5	WNT	0.04907855269873565	0.58	0.23636363636363636	0.2
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.046253730878790034	1.0	0.07733175914994096	0.05608028335301062
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	WNT5A	FZD5	WNT	0.046013898970111246	0.87	0.07733175914994096	0.20276497695852536
liana_cellphonedb_pilot	GSE300445	GSM9060734_AdjIII-0113	melanoma	Visium	stroma_fibroblast	immune	WNT5A	FZD5	WNT	0.04581760189791901	0.59	0.07733175914994096	0.2
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	immune	MIF	CD74	MIF	2.8102474560426343	0.02	0.9870967741935484	1.0
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	immune	MIF	CD74	MIF	2.7471199148603103	0.04	0.9739714525608733	1.0
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	MIF	CD74	MIF	2.6707032272074693	0.0	0.9870967741935484	0.9760319573901465
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	MIF	CD74	MIF	2.6173272175930533	0.0	0.9739714525608733	0.9760319573901465
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	immune	MIF	CD74	MIF	2.6036402002072925	0.2	0.9640479360852197	1.0
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	MIF	CD74	MIF	2.5721205962915845	0.0	0.9870967741935484	0.980688497061293
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	MIF	CD74	MIF	2.5298371849399115	0.01	0.9870967741935484	0.9930875576036866
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	MIF	CD74	MIF	2.518658734961443	0.38	0.9739714525608733	0.980688497061293
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	2.482519125041491	1.0	0.9640479360852197	0.9760319573901465
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	MIF	CD74	MIF	2.476342173871855	1.0	0.9739714525608733	0.9930875576036866
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	MIF	CD74	MIF	2.3838232003529147	1.0	0.9640479360852197	0.980688497061293
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	MIF	CD74	MIF	2.34147818932099	1.0	0.9640479360852197	0.9930875576036866
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	CD44	SPP1	2.209968724963892	0.0	0.9756507136859782	0.9697732997481109
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	SPP1	CD44	SPP1	2.2069512765474943	0.0	0.9756507136859782	0.9861751152073732
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	SPP1	CD44	SPP1	2.2058507323532908	0.0	0.9756507136859782	0.9454061251664447
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	SPP1	CD44	SPP1	2.154621535182652	0.0	0.9387483355525965	0.9697732997481109
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	2.1515782308362534	0.0	0.9387483355525965	0.9861751152073732
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	2.1505271084090567	0.0	0.9387483355525965	0.9454061251664447
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	SPP1	CD44	SPP1	1.9541488490304528	1.0	0.9732718894009217	0.9697732997481109
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	SPP1	CD44	SPP1	1.9511573455332591	1.0	0.9732718894009217	0.9861751152073732
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	1.9499722916320343	1.0	0.9732718894009217	0.9454061251664447
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	SPP1	ITGAV	SPP1	1.8915863700753828	0.0	0.9756507136859782	0.9746543778801844
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	immune	SPP1	CD44	SPP1	1.8877255958290413	0.82	0.9756507136859782	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	1.8533221189811429	0.0	0.9756507136859782	0.9286314021830394
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	1.8362179038589488	0.0	0.9387483355525965	0.9746543778801844
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	immune	SPP1	CD44	SPP1	1.8258749248606452	0.84	0.9387483355525965	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	1.7979757954555835	0.0	0.9387483355525965	0.9286314021830394
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	SPP1	ITGAV	SPP1	1.7940392780412266	0.0	0.9756507136859782	0.8601864181091877
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	1.7387121091685869	0.12	0.9387483355525965	0.8601864181091877
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	immune	SPP1	CD44	SPP1	1.6407956813403837	0.99	0.9732718894009217	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	SPP1	ITGAV	SPP1	1.6357918317294642	1.0	0.9732718894009217	0.9746543778801844
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	immune	SPP1	ITGAV	SPP1	1.6042333570159675	0.67	0.9756507136859782	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	1.5975063441583515	1.0	0.9732718894009217	0.9286314021830394
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	1.5434858867490864	0.76	0.9387483355525965	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	1.5381781335837923	1.0	0.9732718894009217	0.8601864181091877
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	1.5101336187427785	0.0	0.9467376830892144	0.9175115207373272
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	1.5100037725903597	0.0	0.9467376830892144	0.8572628043660789
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	1.4401891552362112	0.0	0.9467376830892144	0.6870838881491345
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	immune	COL1A1	ITGA2	ECM-integrin	1.3797461748094837	0.0	0.9467376830892144	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	immune	SPP1	ITGAV	SPP1	1.3562665775044518	0.97	0.9732718894009217	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	1.2078979340540084	0.0	0.9889400921658986	0.24900133155792276
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	VEGFA	KDR	VEGF	1.174231289796823	0.0	0.9889400921658986	0.10663308144416457
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	VEGFA	KDR	VEGF	1.1695145403337206	0.0	0.9889400921658986	0.08663594470046083
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	VEGFA	KDR	VEGF	1.13851732018465	0.02	0.9722921914357683	0.24900133155792276
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	VEGFA	KDR	VEGF	1.104811631190602	0.93	0.9722921914357683	0.10663308144416457
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	VEGFA	KDR	VEGF	1.1000795469856854	0.98	0.9722921914357683	0.08663594470046083
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.9884887710469945	1.0	0.952063914780293	0.24900133155792276
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	COL1A1	ITGA2	ECM-integrin	0.9862150039424447	0.0	0.9345088161209067	0.9175115207373272
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	0.9860664380513221	0.0	0.9345088161209067	0.8572628043660789
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	VEGFA	KDR	VEGF	0.9547711070461466	1.0	0.952063914780293	0.10663308144416457
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.9500278724414157	1.0	0.952063914780293	0.08663594470046083
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.9162413802912579	0.01	0.9345088161209067	0.6870838881491345
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	immune	COL1A1	ITGA2	ECM-integrin	0.8671125676017906	0.46	0.9345088161209067	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.7251237916934243	0.0	0.96036866359447	0.729693741677763
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	0.7195632890798278	0.0	0.96036866359447	0.8026868178001679
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.7094841925956978	0.0	0.96036866359447	0.8483870967741935
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.7005592648639992	0.44	0.8984047019311503	0.729693741677763
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	0.6949756485943004	0.66	0.8984047019311503	0.8026868178001679
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	JAG1	NOTCH2	NOTCH	0.6848871516136433	1.0	0.8984047019311503	0.8483870967741935
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.6750693400656118	1.0	0.8122503328894807	0.729693741677763
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	0.6694782612970404	1.0	0.8122503328894807	0.8026868178001679
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	0.6593819287047961	1.0	0.8122503328894807	0.8483870967741935
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.6383251338917498	1.0	0.8225806451612904	0.9175115207373272
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	0.6381677384002773	1.0	0.8225806451612904	0.8572628043660789
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	immune	JAG1	NOTCH2	NOTCH	0.6139990001567232	0.79	0.96036866359447	0.3333333333333333
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	immune	JAG1	NOTCH2	NOTCH	0.587443564384949	0.87	0.8984047019311503	0.3333333333333333
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.5683289563426277	1.0	0.8225806451612904	0.6870838881491345
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	0.5600475815080398	0.9	0.8122503328894807	0.3333333333333333
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.5435532597572702	0.0	0.8258064516129032	0.7669773635153129
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.5263629498352358	0.0	0.7581863979848866	0.7669773635153129
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	immune	COL1A1	ITGA2	ECM-integrin	0.5250631610894702	1.0	0.8225806451612904	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.5212916424481899	0.0	0.6617842876165113	0.7669773635153129
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	0.5193009669652503	0.08	0.4047936085219707	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.5130656284079244	0.0	0.8258064516129032	0.6990679094540613
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.5038329875589195	0.0	0.4047936085219707	0.6884154460719041
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	0.5015683298130924	0.19	0.8258064516129032	0.8253568429890848
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.4986447778338697	0.46	0.8258064516129032	0.8889400921658986
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.4958739695094708	0.0	0.7581863979848866	0.6990679094540613
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.49080239966918016	0.0	0.6617842876165113	0.6990679094540613
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	0.4843602366465146	0.96	0.7581863979848866	0.8253568429890848
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	TGFB1	TGFBR1	TGFB	0.48143018232438467	1.0	0.7581863979848866	0.8889400921658986
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	0.47928338841860835	1.0	0.6617842876165113	0.8253568429890848
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.4763476064776789	1.0	0.6617842876165113	0.8889400921658986
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	0.434045438110341	0.0	0.4047936085219707	0.6507136859781696
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	0.3974051580497921	0.93	0.8258064516129032	0.7204030226700252
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.3918631559129673	1.0	0.8258064516129032	0.7755760368663595
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	0.380195936720758	1.0	0.7581863979848866	0.7204030226700252
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	0.37511930668027454	1.0	0.6617842876165113	0.7204030226700252
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	TGFB1	TGFBR2	TGFB	0.3746487468033344	1.0	0.7581863979848866	0.7755760368663595
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.3695676811947485	1.0	0.6617842876165113	0.7755760368663595
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	immune	CXCL12	CXCR4	CXCL chemokine	0.35357244724837816	0.2	0.16960537363560033	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	immune	CXCL12	CXCR4	CXCL chemokine	0.3471939079444575	0.21	0.12764976958525345	0.6666666666666666
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.3341569511105239	0.0	0.16960537363560033	0.6884154460719041
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.32720308760068956	0.0	0.4047936085219707	0.5442396313364055
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.32641200676443893	0.0	0.12764976958525345	0.6884154460719041
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	0.26437298987271934	0.01	0.16960537363560033	0.6507136859781696
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	0.2566389949087119	0.09	0.12764976958525345	0.6507136859781696
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.20871512488288657	0.0	0.1877496671105193	0.5858854860186418
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.18909106946673518	0.0	0.08900083963056256	0.5858854860186418
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.18249007851530621	0.0	0.05207373271889401	0.5858854860186418
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.17464448074676087	0.0	0.1877496671105193	0.6889400921658986
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	0.1728753637031248	0.0	0.1877496671105193	0.6213266162888329
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.15753453211642798	1.0	0.16960537363560033	0.5442396313364055
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	tumor_like	DLL4	NOTCH1	NOTCH	0.15502452215995308	0.98	0.08900083963056256	0.6889400921658986
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	0.15325327528935395	0.97	0.08900083963056256	0.6213266162888329
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.14980368537054686	1.0	0.12764976958525345	0.5442396313364055
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.1484315338966106	1.0	0.05207373271889401	0.6889400921658986
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	0.14717677278517727	0.41	0.1877496671105193	0.3333333333333333
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	0.14665834930761293	1.0	0.05207373271889401	0.6213266162888329
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	ambiguous_or_low_signal	immune	DLL4	NOTCH1	NOTCH	0.12835088721609378	0.55	0.08900083963056256	0.3333333333333333
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.12636436089741657	0.0	0.5152073732718894	0.20772303595206393
liana_cellphonedb_pilot	GSE300445	GSM9060735_AdjIII-0133	melanoma	Visium	tumor_like	immune	DLL4	NOTCH1	NOTCH	0.12227765543382972	0.57	0.05207373271889401	0.3333333333333333
