dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	fake_draws_requested	fake_draws_used	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	fake_pair_examples
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	1.0987903	0.20362903	0.50907258	0.18850806	4614	1.8877567	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	5.6009803	68	0.68316832	0.33704041	VEGFA-CCR2;VEGFA-EGFR;DLL4-ITGA2;TGFB1-CXCR3;CCL2-EGFR
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.036225779	0.69418703	0.036225779	0.1895535	5866	0.21820704	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.0333192	76	0.76237624	0.21117098	CXCL9-CCR2;DLL4-FZD5;CXCL9-FZD5;CCL2-CXCR3;CXCL9-CCR2
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.036225779	0.51008065	0.036225779	0.35181452	332	0.10732326	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.2896693	100	1	0.08321766	DLL4-CXCR3;CCL2-FZD5;CXCL12-KDR;WNT5A-ITGA2;CXCL12-CCR2
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.024193548	0.69418703	0.024193548	0.1895535	332	0.097546867	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.6514093	94	0.94059406	0.059068862	DLL4-CXCR3;VEGFA-CXCR4;TGFB1-CCR2;HBEGF-KDR;VEGFA-CXCR3
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.024193548	0.51008065	0.024193548	0.35181452	4614	0.10411898	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.8317389	100	1	0.027172775	WNT5A-CCR2;DLL4-KDR;VEGFA-CCR2;TGFB1-CXCR3;DLL4-CCR2
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	3.4540859	0.69418703	0.84077506	0.1895535	5866	20.805788	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.9475479	0	0.0099009901	10.683069	CCL2-KDR;CXCL12-FZD5;JAG1-FZD5;TGFB1-CCR2;CCL2-CXCR3
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	3.4540859	0.51008065	0.84077506	0.35181452	332	10.233148	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.842215	10	0.10891089	2.663346	TGFB1-ITGA2;CCL2-FZD5;JAG1-KDR;CXCL12-CCR2;TGFB1-KDR
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.59375	0.69418703	0.37802419	0.1895535	332	2.3939627	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.450154	23	0.23762376	1.6508334	TGFB1-CXCR3;EGF-CCR2;VEGFA-CXCR3;EGF-CCR2;EGF-CXCR3
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.59375	0.51008065	0.37802419	0.35181452	4614	2.5552534	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.1636381	46	0.46534653	0.80769459	EGF-CXCR3;WNT5A-CXCR3;VEGFA-FZD5;EGF-ITGA2;VEGFA-CCR2
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	20.293176	1.6293176	0.89806234	0.73883741	5866	286.89984	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	109.05577	9	0.099009901	2.6307625	VEGFA-EGFR;MIF-EGFR;TGFB1-NOTCH2;JAG1-FZD5;JAG1-EGFR
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	20.293176	0.71471774	0.89806234	0.45866935	332	84.240677	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	27.521403	7	0.079207921	3.060915	TGFB1-CXCR3;TGFB1-KDR;MIF-CXCR3;JAG1-EGFR;MIF-CXCR3
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	183.37802	1.6293176	1	0.73883741	332	1735.3629	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	59.745122	0	0.0099009901	29.046102	SPP1-KDR;JAG1-KDR;SPP1-KDR;SPP1-FZD5;CXCL9-KDR
GSE300445	GSM9060732_AdjIII-0019	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	183.37802	0.71471774	1	0.45866935	4614	1105.7918	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	36.214769	0	0.0099009901	30.534277	CXCL9-EGFR;MIF-KDR;CXCL12-KDR;MIF-EGFR;CXCL9-KDR
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	1.147139	11.455041	0.58855586	0.96457766	1274	93.963962	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	38.844965	11	0.11881188	2.4189483	WNT5A-ITGAV;HBEGF-CD74;WNT5A-TGFBR2;CCL2-CD74;SPP1-TGFBR2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	1.147139	4.659751	0.58855586	0.66390041	222	28.903399	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	8.4136351	0	0.0099009901	3.4353045	WNT5A-NOTCH1;SPP1-ITGA2;CCL2-NOTCH1;SPP1-ITGA2;WNT5A-ITGA2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.52697095	11.455041	0.33076467	0.96457766	222	32.640251	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	13.036344	11	0.11881188	2.5037888	VEGFA-ITGAV;WNT5A-NOTCH2;DLL4-CD74;CCL2-NOTCH2;DLL4-NOTCH2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.52697095	4.659751	0.33076467	0.66390041	7932	22.04789	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	4.9368976	7	0.079207921	4.4659403	WNT5A-ITGAV;DLL4-ITGAV;VEGFA-TGFBR2;VEGFA-ITGA2;SPP1-NOTCH2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	1.147139	7.7247956	0.58855586	0.97547684	1274	63.365327	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	28.971495	13	0.13861386	2.1871611	CCL2-ITGAV;CCL2-TGFBR1;CXCL12-NOTCH1;HBEGF-TGFBR1;HBEGF-ITGAV
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	1.147139	4.0088915	0.58855586	0.7480735	222	24.866262	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	8.3016399	0	0.0099009901	2.9953434	HBEGF-TGFBR1;WNT5A-NOTCH1;SPP1-NOTCH1;SPP1-NOTCH2;SPP1-NOTCH2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.52697095	7.7247956	0.33076467	0.97547684	222	22.011206	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	10.030644	12	0.12871287	2.1943962	VEGFA-NOTCH1;CCL2-ITGAV;SPP1-EGFR;SPP1-NOTCH1;CCL2-TGFBR1
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.52697095	4.0088915	0.33076467	0.7480735	7932	18.96831	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	5.8120286	10	0.10891089	3.2636299	DLL4-TGFBR1;WNT5A-NOTCH1;CCL2-ITGAV;VEGFA-TGFBR1;SPP1-NOTCH2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.89918256	0.34059946	0.45504087	0.25340599	1274	2.1899816	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.4044772	23	0.23762376	0.91079323	TGFB1-ITGA2;SPP1-CXCR3;WNT5A-ITGA2;SPP1-FZD5;SPP1-KDR
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.89918256	0.19976289	0.45504087	0.16123296	222	0.97125409	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.8995047	26	0.26732673	1.0797654	HBEGF-KDR;HBEGF-KDR;CCL2-CXCR3;TGFB1-EGFR;SPP1-CXCR3
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	4.879668	0.34059946	0.91345584	0.25340599	222	8.9867859	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.4697742	6	0.069306931	2.5900204	WNT5A-CXCR3;WNT5A-ITGA2;MIF-ITGA2;WNT5A-CCR2;TGFB1-KDR
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	4.879668	0.19976289	0.91345584	0.16123296	7932	8.7523111	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.5589419	15	0.15841584	2.4592453	MIF-KDR;VEGFA-CXCR3;MIF-FZD5;TGFB1-FZD5;MIF-CXCR3
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.095367847	0.029972752	0.08719346	0.029972752	1274	0.020439829	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.1142881	100	1	0.018343396	CCL2-KDR;SPP1-FZD5;HBEGF-CXCR4;CCL2-CXCR4;HBEGF-FZD5
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.095367847	0.041493776	0.08719346	0.03675163	222	0.021397109	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.23509397	100	1	0.091015134	EGF-KDR;DLL4-CCR2;DLL4-CXCR4;SPP1-CXCR4;DLL4-CCR2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.05690575	0.029972752	0.050978068	0.029972752	222	0.0092225908	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.36985139	100	1	0.024935936	CCL2-KDR;HBEGF-ITGA2;CCL2-CXCR4;SPP1-CCR2;SPP1-CCR2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.05690575	0.041493776	0.050978068	0.03675163	7932	0.02120102	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.22910936	100	1	0.092536683	DLL4-FZD5;CCL2-KDR;CCL2-EGFR;DLL4-CCR2;SPP1-KDR
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.21253406	0.1280654	0.15803815	0.1280654	1274	0.19462964	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.78501047	65	0.65346535	0.24793254	SPP1-ITGA2;DLL4-ITGA2;HBEGF-CXCR3;CXCL9-ITGA2;SPP1-CXCR4
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.21253406	0.081209247	0.15803815	0.075874333	222	0.09332633	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.22323246	70	0.7029703	0.41806792	EGF-CXCR3;SPP1-KDR;EGF-KDR;DLL4-FZD5;CXCL9-FZD5
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	0.14700652	0.1280654	0.12448133	0.1280654	222	0.10179784	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.37999135	71	0.71287129	0.26789515	HBEGF-FZD5;HBEGF-CXCR3;CXCL9-CXCR4;WNT5A-CXCR3;DLL4-CXCR3
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.14700652	0.081209247	0.12448133	0.075874333	7932	0.10719135	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.20414957	69	0.69306931	0.52506282	DLL4-EGFR;SPP1-EGFR;WNT5A-CXCR4;CXCL9-KDR;WNT5A-KDR
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	2.1553134	0.26158038	0.79836512	0.20708447	1274	4.0314774	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.3078683	23	0.23762376	1.2187539	HBEGF-CXCR4;SPP1-FZD5;WNT5A-CXCR4;HBEGF-CCR2;CXCL12-CXCR3
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	2.1553134	0.30527564	0.79836512	0.20391227	222	3.5577279	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.89749861	5	0.059405941	3.9640484	TGFB1-CCR2;TGFB1-CCR2;HBEGF-CCR2;TGFB1-CXCR4;TGFB1-FZD5
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.6455246	0.26158038	0.39241257	0.20708447	222	0.91303648	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.50935522	24	0.24752475	1.7925339	SPP1-CCR2;CCL2-CXCR4;SPP1-FZD5;WNT5A-ITGA2;CCL2-ITGA2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.6455246	0.30527564	0.39241257	0.20391227	7932	1.769386	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.42602531	5	0.059405941	4.1532415	WNT5A-CXCR4;CCL2-CXCR4;SPP1-CXCR4;CCL2-FZD5;TGFB1-CXCR3
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	0.29155313	97.20436	0.15531335	0.99455041	1274	202.65256	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	15.761449	0	0.0099009901	12.857483	EGF-ITGAV;EGF-CD74;HBEGF-TGFBR1;EGF-TGFBR2;CXCL9-TGFBR1
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	0.29155313	37.304683	0.15531335	0.9253112	222	58.810007	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	6.2104611	0	0.0099009901	9.4695074	CXCL9-CD74;EGF-TGFBR1;CCL2-CD74;DLL4-NOTCH2;EGF-TGFBR2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	0.075281565	97.20436	0.066390041	0.99455041	222	39.568041	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	5.1969733	0	0.0099009901	7.6136703	HBEGF-CD74;DLL4-TGFBR1;CCL2-ITGAV;HBEGF-ITGAV;HBEGF-CD74
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.075281565	37.304683	0.066390041	0.9253112	7932	25.215619	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.8863409	0	0.0099009901	6.4882674	CXCL9-CD74;EGF-TGFBR1;CCL2-TGFBR1;HBEGF-CD74;CXCL9-TGFBR1
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.29155313	10.531335	0.15531335	0.97547684	1274	21.955827	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	12.815773	19	0.1980198	1.7131879	EGF-NOTCH2;EGF-NOTCH1;EGF-NOTCH2;HBEGF-CD74;HBEGF-CD74
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	0.29155313	4.0278601	0.15531335	0.67516301	222	6.3498323	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.7499887	9	0.099009901	2.3090394	CCL2-NOTCH2;DLL4-TGFBR1;CXCL9-ITGA2;EGF-NOTCH2;CCL2-TGFBR1
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	0.075281565	10.531335	0.066390041	0.97547684	222	4.286889	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	4.3492547	40	0.40594059	0.98566061	CXCL9-TGFBR1;DLL4-TGFBR2;DLL4-CD74;CCL2-NOTCH1;CXCL9-TGFBR2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.075281565	4.0278601	0.066390041	0.67516301	7932	2.7225801	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.9740691	15	0.15841584	1.3791716	CCL2-TGFBR2;DLL4-TGFBR1;DLL4-ITGA2;DLL4-NOTCH2;CXCL9-TGFBR1
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	15.234332	16.291553	0.98637602	0.98365123	1274	1774.7393	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	103.36982	0	0.0099009901	17.168834	WNT5A-TGFBR1;VEGFA-TGFBR2;CXCL12-ITGAV;VEGFA-ITGAV;WNT5A-TGFBR1
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	15.234332	14.489034	0.98637602	0.83283936	222	1193.5291	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	33.541173	0	0.0099009901	35.584	WNT5A-TGFBR2;WNT5A-NOTCH2;VEGFA-NOTCH1;WNT5A-NOTCH2;CXCL12-NOTCH1
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	4.0100771	16.291553	0.65975104	0.98365123	222	353.25261	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	84.187658	0	0.0099009901	4.1960142	CXCL12-NOTCH2;JAG1-TGFBR2;CXCL12-TGFBR1;VEGFA-ITGAV;TGFB1-NOTCH2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	4.0100771	14.489034	0.65975104	0.83283936	7932	521.68673	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	39.531374	0	0.0099009901	13.196777	JAG1-TGFBR1;WNT5A-NOTCH2;JAG1-TGFBR2;JAG1-TGFBR2;VEGFA-ITGAV
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.057220708	6.7792916	0.049046322	0.94277929	1274	2.7738705	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.4307696	88	0.88118812	0.37329519	EGF-ITGA2;CXCL9-ITGAV;SPP1-ITGA2;EGF-ITGA2;SPP1-ITGA2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.057220708	2.0130409	0.049046322	0.6081802	222	0.62283928	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.95962367	55	0.55445545	0.64904535	CXCL9-ITGA2;CXCL9-ITGA2;HBEGF-NOTCH2;CCL2-NOTCH2;CCL2-ITGA2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.089508002	6.7792916	0.079430943	0.94277929	222	3.2810764	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.8104139	25	0.25742574	1.1674709	EGF-TGFBR2;SPP1-ITGA2;HBEGF-ITGA2;HBEGF-ITGA2;CXCL9-NOTCH2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.089508002	2.0130409	0.079430943	0.6081802	7932	1.6178271	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.58606948	2	0.02970297	2.7604698	HBEGF-CXCR4;CXCL9-NOTCH2;CCL2-KDR;CCL2-CXCR4;EGF-NOTCH2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	4.2070845	4.8637602	0.89645777	0.95095368	1274	146.31944	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	25.563631	0	0.0099009901	5.7237347	TGFB1-NOTCH1;HBEGF-TGFBR2;WNT5A-CXCR4;TGFB1-ITGA2;VEGFA-EGFR
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	4.2070845	2.0379372	0.89645777	0.62477771	222	46.359868	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	5.6762216	0	0.0099009901	8.1673816	VEGFA-ITGA2;VEGFA-NOTCH1;HBEGF-CXCR4;CXCL12-EGFR;CXCL12-ITGA2
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	1.2756372	4.8637602	0.55305276	0.95095368	222	33.548222	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.276606	0	0.0099009901	4.6104216	WNT5A-ITGA2;VEGFA-NOTCH1;CCL2-TGFBR2;WNT5A-NOTCH1;WNT5A-CXCR4
GSE300445	GSM9060733_AdjIII-0022	melanoma	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	1.2756372	2.0379372	0.55305276	0.62477771	7932	23.341869	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.7103566	0	0.0099009901	13.64737	TGFB1-CXCR4;WNT5A-NOTCH1;DLL4-ITGA2;CCL2-ITGA2;CCL2-KDR
