dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR2	TGFB	0.5862069	0.38322321	0.31034483	0.2289572	13	0.59285919	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.93205444	50	1	0.63607785	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR2	TGFB	0.5862069	0.48275862	0.31034483	0.24137931	16	0.80178927	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.074181212	0	0.019607843	10.808522	0.52
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.5862069	0.69772257	0.31034483	0.41821946	6	0.79589628	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.8799214	37	0.74509804	0.90450838	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.7805383	0.38322321	0.44513458	0.2289572	594	1.910949	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.0754352	50	1	0.92074617	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	0.7805383	0.48275862	0.44513458	0.24137931	6	0.73324151	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.81065196	32	0.64705882	0.90450841	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.7805383	0.69772257	0.44513458	0.41821946	964	3.7425554	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.693688	0	0.019607843	1.3893797	141.24
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.062338409	0.17380063	0.055731112	0.12525136	7974	0.097337467	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.096570506	0	0.019607843	1.007942	7430.04
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	CXCL12	CXCR4	CXCL chemokine	0.062338409	3.8275862	0.055731112	0.34482759	13	0.62969394	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.98996364	50	1	0.63607785	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.062338409	0.80331263	0.055731112	0.38923395	594	0.31992146	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.34745892	50	1	0.92074615	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.34482759	0.17380063	0.10344828	0.12525136	13	0.15816201	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.24865197	50	1	0.63607785	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.34482759	3.8275862	0.10344828	0.34482759	16	3.7394374	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.3459712	0	0.019607843	10.808522	0.52
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.34482759	0.80331263	0.10344828	0.38923395	6	0.53902559	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.5959321	37	0.74509804	0.90450839	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.4699793	0.17380063	0.2815735	0.12525136	594	0.52183494	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.56675222	50	1	0.92074618	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	0.4699793	3.8275862	0.2815735	0.34482759	6	3.5004711	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	3.8700261	32	0.64705882	0.9045084	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.4699793	0.80331263	0.2815735	0.38923395	964	2.5945053	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.867384	0	0.019607843	1.3893797	141.24
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.077276645	0.024992818	0.053720195	0.023556449	7974	0.017351478	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.017214758	0	0.019607843	1.007942	7430.04
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	CXCL9	CXCR3	CXCL chemokine	0.077276645	0.068965517	0.053720195	0.068965517	13	0.014064655	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.022111531	50	1	0.63607786	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.077276645	0.066252588	0.053720195	0.055900621	594	0.032708014	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.035523378	50	1	0.92074616	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	CXCL9	CXCR3	CXCL chemokine	2.0344828	0.024992818	0.034482759	0.023556449	13	0.13418936	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.21096373	50	1	0.63607786	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	CXCL9	CXCR3	CXCL chemokine	2.0344828	0.068965517	0.034482759	0.068965517	16	0.39752577	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.036778921	0	0.019607843	10.808522	0.52
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	2.0344828	0.066252588	0.034482759	0.055900621	6	0.26228874	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.28997934	37	0.74509804	0.90450838	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.47412008	0.024992818	0.17391304	0.023556449	594	0.075701878	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.082217966	50	1	0.92074618	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL9	CXCR3	CXCL chemokine	0.47412008	0.068965517	0.17391304	0.068965517	6	0.063627247	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.070344561	32	0.64705882	0.90450841	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.47412008	0.066252588	0.17391304	0.055900621	964	0.21586511	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.15536797	0	0.019607843	1.3893797	141.24
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.10083309	0.0080436656	0.085607584	0.0074691181	7974	0.0072866864	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0072292714	0	0.019607843	1.007942	7430.04
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	CCL2	CCR2	CCL chemokine	0.10083309	0.034482759	0.085607584	0.034482759	13	0.0091760109	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.014425924	50	1	0.63607787	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.10083309	0.055900621	0.085607584	0.051759834	594	0.036009973	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.039109554	50	1	0.9207462	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	CCL2	CCR2	CCL chemokine	0.13793103	0.0080436656	0.10344828	0.0074691181	13	0.0029279579	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0046031437	50	1	0.63607788	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	CCL2	CCR2	CCL chemokine	0.13793103	0.034482759	0.10344828	0.034482759	16	0.01347545	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.001246743	0	0.019607843	10.808522	0.52
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.13793103	0.055900621	0.10344828	0.051759834	6	0.015003805	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0165878	32	0.64705882	0.90450843	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	0.88612836	0.0080436656	0.38095238	0.0074691181	594	0.045535879	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.049455409	50	1	0.92074618	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CCL2	CCR2	CCL chemokine	0.88612836	0.034482759	0.38095238	0.034482759	6	0.059459523	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.06573684	37	0.74509804	0.90450839	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.88612836	0.055900621	0.38095238	0.051759834	964	0.34041173	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.24500986	0	0.019607843	1.3893797	141.24
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.49841999	0.01292732	0.27118644	0.011778225	7974	0.057886451	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.057430342	0	0.019607843	1.007942	7430.04
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	VEGFA	KDR	VEGF	0.49841999	0.034482759	0.27118644	0.034482759	13	0.045357205	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.071307631	50	1	0.63607785	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	0.49841999	0.076604555	0.27118644	0.072463768	594	0.24392321	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.26491906	50	1	0.92074618	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	VEGFA	KDR	VEGF	0.068965517	0.01292732	0.068965517	0.011778225	13	0.0023528233	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.003698955	50	1	0.63607784	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	VEGFA	KDR	VEGF	0.068965517	0.034482759	0.068965517	0.034482759	16	0.006737725	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.00062337153	0	0.019607843	10.808522	0.52
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	VEGFA	KDR	VEGF	0.068965517	0.076604555	0.068965517	0.072463768	6	0.010280385	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.011365715	32	0.64705882	0.90450841	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.563147	0.01292732	0.35817805	0.011778225	594	0.046508608	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.050511868	50	1	0.92074615	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	VEGFA	KDR	VEGF	0.563147	0.034482759	0.35817805	0.034482759	6	0.037787361	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.041776684	37	0.74509804	0.90450839	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.563147	0.076604555	0.35817805	0.072463768	964	0.29646103	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.21337654	0	0.019607843	1.3893797	141.24
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	0.0700948	1.3938523	0.049411089	0.47515082	7974	0.87775952	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.87084328	0	0.019607843	1.007942	7430.04
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	SPP1	CD44	SPP1	0.0700948	0.93103448	0.049411089	0.31034483	13	0.17222667	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.2707635	50	1	0.63607787	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	0.0700948	1.4761905	0.049411089	0.58799172	594	0.66104538	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.71794531	50	1	0.92074615	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	SPP1	CD44	SPP1	0.034482759	1.3938523	0.034482759	0.47515082	13	0.12684332	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.19941477	50	1	0.63607787	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	SPP1	CD44	SPP1	0.034482759	0.93103448	0.034482759	0.31034483	16	0.090959287	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0084155157	0	0.019607843	10.808522	0.52
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	CD44	SPP1	0.034482759	1.4761905	0.034482759	0.58799172	6	0.099052898	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.10951021	37	0.74509804	0.90450838	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	0.35817805	1.3938523	0.16149068	0.47515082	594	3.1894722	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	3.4640079	50	1	0.92074622	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	CD44	SPP1	0.35817805	0.93103448	0.16149068	0.31034483	6	0.64891456	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.71742237	32	0.64705882	0.9045084	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.35817805	1.4761905	0.16149068	0.58799172	964	3.6335624	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.6152407	0	0.019607843	1.3893797	141.24
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.0700948	0.27951738	0.049411089	0.19419707	7974	0.17602226	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.17463531	0	0.019607843	1.007942	7430.04
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	SPP1	ITGAV	SPP1	0.0700948	0.24137931	0.049411089	0.17241379	13	0.044651358	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.070197944	50	1	0.63607786	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	0.0700948	0.68322981	0.049411089	0.39544513	594	0.30595368	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.33228884	50	1	0.92074617	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	SPP1	ITGAV	SPP1	0.034482759	0.27951738	0.034482759	0.19419707	13	0.025436634	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.039989813	50	1	0.63607784	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	SPP1	ITGAV	SPP1	0.034482759	0.24137931	0.034482759	0.17241379	16	0.023582037	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0021818004	0	0.019607843	10.808522	0.52
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	0.034482759	0.68322981	0.034482759	0.39544513	6	0.04584496	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.050684947	32	0.64705882	0.9045084	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	0.35817805	0.27951738	0.16149068	0.19419707	594	0.63960355	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.69465783	50	1	0.92074618	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	0.35817805	0.24137931	0.16149068	0.17241379	6	0.16823711	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.18599839	32	0.64705882	0.90450841	8.12
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.35817805	0.68322981	0.16149068	0.39544513	964	1.6817329	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.2104199	0	0.019607843	1.3893797	141.24
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	5.0827348	4.8796323	0.72852629	0.70324619	7974	222.82172	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	221.06602	0	0.019607843	1.007942	7430.04
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	MIF	CD74	MIF	5.0827348	20.793103	0.72852629	0.48275862	13	278.91097	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	438.48557	50	1	0.63607788	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	5.0827348	14.312629	0.72852629	0.80331263	594	464.75059	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	504.75429	50	1	0.92074619	1031.4
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	MIF	CD74	MIF	1.6896552	4.8796323	0.48275862	0.70324619	13	21.758753	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	34.207689	50	1	0.63607784	63.56
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	MIF	CD74	MIF	1.6896552	20.793103	0.48275862	0.48275862	16	99.53978	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	9.2093793	0	0.019607843	10.808522	0.52
GSE283052	GSM8655163_P11	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	MIF	CD74	MIF	1.6896552	14.312629	0.48275862	0.80331263	6	47.05874	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	52.026868	32	0.64705882	0.90450841	8.12
